prompt_len,output_len,repeat_id,ttft_ms,total_latency_ms,decode_total_ms,tpot_ms,tokens_per_second,backend,ttft_method,success,error_msg,data_source
2048,512,0,297.8198528289795,12193.156539928168,11895.336687099189,23.278545375927962,41.99076738852533,vllm,offline_proxy,True,,measured
2048,512,1,297.4526882171631,12192.29724816978,11894.844559952617,23.277582309104925,41.99372682427487,vllm,offline_proxy,True,,measured
2048,512,2,298.1550693511963,12193.876737263054,11895.721667911857,23.279298763036902,41.988287320913145,vllm,offline_proxy,True,,measured
2048,512,3,298.24161529541016,12194.706458132714,11896.464842837304,23.280753117098442,41.985430461800455,vllm,offline_proxy,True,,measured
2048,512,4,298.969030380249,12197.50507408753,11898.536043707281,23.28480634776376,41.97579725444809,vllm,offline_proxy,True,,measured
4096,1,0,612.9517555236816,612.9517555236816,0.0,nan,1.6314497690697365,vllm,offline_proxy,True,,measured
4096,1,1,616.4195537567139,616.4195537567139,0.0,nan,1.622271704240382,vllm,offline_proxy,True,,measured
4096,1,2,608.2437038421631,608.2437038421631,0.0,nan,1.6440778485386447,vllm,offline_proxy,True,,measured
4096,1,3,611.269474029541,611.269474029541,0.0,nan,1.6359397000604559,vllm,offline_proxy,True,,measured
4096,1,4,609.260082244873,609.260082244873,0.0,nan,1.6413351689075228,vllm,offline_proxy,True,,measured
4096,32,0,608.6885929107666,1349.4435320608318,740.7549391500652,23.895320617744037,23.71347836328543,vllm,offline_proxy,True,,measured
4096,32,1,609.5190048217773,1350.3289567306638,740.8099519088864,23.897095222867303,23.697929190140822,vllm,offline_proxy,True,,measured
4096,32,2,611.7715835571289,1352.0898139104247,740.3182303532958,23.88123323720309,23.66706684036892,vllm,offline_proxy,True,,measured
4096,32,3,608.6668968200684,1349.6243609115481,740.9574640914798,23.901853680370316,23.710301122889422,vllm,offline_proxy,True,,measured
4096,32,4,611.7684841156006,1352.4503260850906,740.68184196949,23.8929626441771,23.660758094258238,vllm,offline_proxy,True,,measured
4096,64,0,609.9169254302979,2114.630485419184,1504.7135599888861,23.884342222045813,30.265334979937762,vllm,offline_proxy,True,,measured
4096,64,1,611.4838123321533,2116.3530531339347,1504.8692408017814,23.886813346060023,30.240701051853147,vllm,offline_proxy,True,,measured
4096,64,2,611.4096641540527,2116.238974034786,1504.8293098807335,23.886179521916404,30.242331223103154,vllm,offline_proxy,True,,measured
4096,64,3,610.9366416931152,2115.974377375096,1505.0377356819808,23.88948786796795,30.24611294178011,vllm,offline_proxy,True,,measured
4096,64,4,612.8613948822021,2117.5106377340853,1504.6492428518832,23.883321315109256,30.224169295548563,vllm,offline_proxy,True,,measured
4096,128,0,609.0474128723145,3642.205980140716,3033.1585672684014,23.883138324948042,35.143536828484024,vllm,offline_proxy,True,,measured
4096,128,1,610.4288101196289,3643.9214907586575,3033.4926806390285,23.885769138889987,35.126991710611925,vllm,offline_proxy,True,,measured
4096,128,2,611.2492084503174,3644.505448639393,3033.2562401890755,23.883907403063585,35.12136332455927,vllm,offline_proxy,True,,measured
4096,128,3,611.6981506347656,3644.4390970282257,3032.74094639346,23.87984997160205,35.122002753283674,vllm,offline_proxy,True,,measured
4096,128,4,609.445333480835,3642.279748339206,3032.834414858371,23.8805859437667,35.14282505575388,vllm,offline_proxy,True,,measured
4096,256,0,613.0368709564209,6702.562760096043,6089.525889139622,23.88049368290048,38.19434582904699,vllm,offline_proxy,True,,measured
4096,256,1,609.694242477417,6698.452305514365,6088.758063036948,23.877482600144894,38.21778350041444,vllm,offline_proxy,True,,measured
4096,256,2,623.1198310852051,6713.401736225933,6090.281905140728,23.883458451532267,38.13267998228202,vllm,offline_proxy,True,,measured
4096,256,3,615.4482364654541,6704.96526453644,6089.517028070986,23.88045893361171,38.180660137647855,vllm,offline_proxy,True,,measured
4096,256,4,611.7031574249268,6701.539064291865,6089.835906866938,23.881709438693875,38.2001802189078,vllm,offline_proxy,True,,measured
4096,512,0,613.0385398864746,12812.042801175267,12199.004261288792,23.87280677355928,39.962401620531075,vllm,offline_proxy,True,,measured
4096,512,1,610.4943752288818,12811.085447203368,12200.591071974486,23.87591207822796,39.96538795327202,vllm,offline_proxy,True,,measured
4096,512,2,610.9790802001953,12809.479480143636,12198.500399943441,23.871820743529238,39.97039854692509,vllm,offline_proxy,True,,measured
4096,512,3,612.4742031097412,12811.047540046275,12198.573336936533,23.871963477370908,39.96550620856962,vllm,offline_proxy,True,,measured
4096,512,4,610.5747222900391,12810.651624109596,12200.076901819557,23.874905874402263,39.966741351112695,vllm,offline_proxy,True,,measured
