workload_name,ratio_p,ratio_d,arrival_rate,kv_transfer_ms,num_requests,avg_ttft_ms,p95_ttft_ms,p99_ttft_ms,avg_tpot_ms,p95_tpot_ms,p99_tpot_ms,avg_total_latency_ms,p95_total_latency_ms,throughput_req_s,throughput_tok_s,goodput_req_s,prefill_util,decode_util,avg_prefill_queue_wait_ms,avg_decode_queue_wait_ms,data_source
mixed_70p30d,3,1,4.0,50.0,200,319981.04729138047,653588.8311381458,677341.5351326667,23.335133099892026,23.886028854619887,23.886028854619887,323709.23485925945,655053.5886153586,0.26816507632136805,43.59291480680159,0.0013408253816068402,0.028287942765370364,0.9997697036806421,6.634503135564662,319607.9516387908,simulated
mixed_70p30d,3,1,8.0,0.0,200,333551.6456861666,676914.9540736644,702042.0864967799,23.335133099892026,23.886028854619887,23.886028854619887,337279.83325404563,678379.7115508772,0.2681956409805472,43.59788339779775,0.001340978204902736,0.02829116694109587,0.9998836544630104,191.83407930275743,333043.3504574097,simulated
mixed_70p30d,3,1,8.0,5.0,200,333556.6456861666,676919.9540736645,702047.08649678,23.335133099892026,23.886028854619887,23.886028854619887,337284.83325404563,678384.7115508773,0.2681938427700579,43.59759108070062,0.0013409692138502897,0.028290977253176405,0.99987695039702,191.83407930275743,333043.35045740975,simulated
mixed_70p30d,3,1,8.0,20.0,200,333571.6456861666,676934.9540736644,702062.0864967799,23.335133099892026,23.886028854619887,23.886028854619887,337299.83325404563,678399.7115508772,0.2681884482832681,43.596714152928065,0.0013409422414163406,0.028290408204679665,0.999856838738435,191.83407930275743,333043.3504574097,simulated
mixed_70p30d,3,1,8.0,50.0,200,333601.6456861666,676964.9540736644,702092.0864967799,23.335133099892026,23.886028854619887,23.886028854619887,337329.8332540456,678429.7115508771,0.26817765996069476,43.59496040321054,0.0013408882998034739,0.028289270176358915,0.9998166178483389,191.83407930275743,333043.3504574097,simulated
mixed_70p30d,1,7,0.5,0.0,200,352.13488779486005,784.6003537356129,887.0860785014711,23.335133099892026,23.886028854619887,23.886028854619887,4080.3224556738382,11760.883762594347,0.48980125902381966,79.62209266691212,0.48980125902381966,0.1550030694347516,0.2608672806605824,35.67373834074376,0.0,simulated
mixed_70p30d,1,7,0.5,5.0,200,357.13488779485624,789.6003537356083,892.0860785014665,23.335133099892026,23.886028854619887,23.886028854619887,4085.3224556738346,11765.883762594342,0.4897952614654264,79.62111770381972,0.4897952614654264,0.15500117144052852,0.26086408637163394,35.67373834074376,0.0,simulated
mixed_70p30d,1,7,0.5,20.0,200,372.1348877948569,804.6003537356231,907.0860785014671,23.335133099892026,23.886028854619887,23.886028854619887,4100.322455673835,11780.883762594329,0.48977726967148705,79.61819295779694,0.48977726967148705,0.15499547773673775,0.2608545039741355,35.67373834074376,0.0,simulated
mixed_70p30d,1,7,0.5,50.0,200,402.13488779486715,834.6003537356243,937.0860785014683,23.335133099892026,23.886028854619887,23.886028854619887,4130.322455673845,11810.883762594358,0.4897412900487042,79.61234411031735,0.4897412900487042,0.15498409158395496,0.2608353412909418,35.67373834074376,0.0,simulated
mixed_70p30d,1,7,1.0,0.0,200,418.00376812464026,969.7356107072706,1197.1693127149758,23.335133099892026,23.886028854619887,23.886028854619887,4146.19133600362,11780.396154678248,0.9521774477049932,154.7859658989237,0.9474165604664683,0.3013271695850094,0.5071280175640706,75.57869242071945,25.963926249802824,simulated
